Brand_Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price (INR Lakhs),Brand,Model,Car_Age
Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,371000.0,Hyundai,Grand i10 CRDi Sportz,12
Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,500000.0,Hyundai,Xcent 1.2 VTVT E Plus,7
Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,199000.0,Hyundai,i10 Era,17
Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,425000.0,Honda,Amaze S i-Vtech,8
Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,800000.0,Audi,A6 2.7 TDI,16
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,295000.0,Hyundai,i10 Magna 1.2 iTech SE,14
Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,350000.0,Renault,KWID RXT Optional,7
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,1600000.0,Audi,A4 New 2.0 TDI Multitronic,13
Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,275000.0,Maruti,Alto 800 LXI Airbag,10
Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,695000.0,Honda,City i VTEC VX Option,10
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,1250000.0,Mercedes-Benz,New C-Class C250 Avantgarde,14
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,3683000.0,Audi,Q5 3.0 TDI Quattro Technology,8
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,270000.0,Volkswagen,Polo 1.2 MPI Comfortline,14
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,990000.0,Hyundai,Creta 1.4 E Plus Diesel,8
Honda City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,383000.0,Honda,City 1.5 V MT,14
Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,525000.0,Honda,City 1.5 S MT,13
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,775000.0,Maruti,S Cross DDiS 320 Alpha,9
Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,246000.0,Maruti,SX4 Vxi BSIV,15
Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,396000.0,Maruti,Swift Dzire VDI,11
Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,825000.0,Maruti,Ertiga ZDI,10
Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,758000.0,Hyundai,i20 1.2 Spotz,7
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,399000.0,Hyundai,Grand i10 CRDi Magna,11
Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,625000.0,Honda,City i VTEC SV,11
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,500000.0,Skoda,Rapid 1.6 TDI Elegance,12
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,465000.00000000006,Mercedes-Benz,E-Class E270 CDI,20
Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,2137000.0,Hyundai,Santa Fe 4WD AT,9
Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,175000.0,Maruti,Alto LXi,18
ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,1609000.0,ISUZU,D-MAX V-Cross 4X4,7
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,409999.99999999994,Hyundai,Verna 1.4 CRDi GL,13
Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,356000.0,Ford,Figo Diesel ZXI,10
Honda City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,421000.0,Honda,City 1.5 S MT,15
Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248.0,97.7,5.0,686000.0,Maruti,Swift VDI BSIV W ABS,9
Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,660000.0,Hyundai,Verna 1.6 CRDi S,10
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1435000.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic,7
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,950000.0,Ford,Ecosport 1.5 DV5 MT Titanium,8
BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,2190000.0,BMW,X6 xDrive30d,14
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,3045000.0,BMW,5 Series 2013-2017 520d Luxury Line,9
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,509999.99999999994,Ford,Figo Aspire 1.5 TDCi Ambiente,9
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,544000.0,Hyundai,Verna VTVT 1.6 AT EX,12
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,160000.0,Ford,Ikon 1.4 TDCi DuraTorq,15
Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,1667000.0000000002,Audi,A6 2011-2015 2.0 TDI,11
Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354.0,97.7,5.0,950000.0,Honda,CR-V Sport,15
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,385000.0,Hyundai,i20 2015-2017 Sportz AT 1.4,13
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,1064000.0,Toyota,Fortuner 2.8 4WD MT,14
Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,350000.0,Renault,KWID RXT,9
Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,110000.00000000001,Chevrolet,Spark 1.0 LT,17
Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,260000.0,Hyundai,Verna Transform VTVT,14
BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,1850000.0,BMW,3 Series 320d Sport Line,13
Hyundai Santro Xing XP,Bangalore,2004,167000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,135000.0,Hyundai,Santro Xing XP,21
Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,795000.0,Maruti,Swift Dzire VDI,10
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,549000.0,Hyundai,Xcent 1.2 CRDi E Plus,8
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,695000.0,Honda,Jazz V CVT,8
Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,100000.0,Tata,Indigo LS,17
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,445000.0,Ford,Fiesta Classic 1.4 Duratorq CLXI,12
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,699000.0,Maruti,S-Cross Alpha DDiS 200 SH,9
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,351000.0,Maruti,SX4 Zxi with Leather BSIII,17
Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,754000.0,Maruti,Baleno Zeta Automatic,7
Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,365000.0,Maruti,Ritz LDi,9
Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,1600000.0,Hyundai,Elantra CRDi SX AT,9
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,140000.0,Chevrolet,Spark 1.0 LT,13
Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,645000.0,Hyundai,i20 1.2 Spotz,8
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,440000.00000000006,Hyundai,Xcent 1.1 CRDi Base,9
Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,595000.0,Honda,Jazz 1.2 V CVT i VTEC,10
Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,390000.0,Honda,Brio S MT,12
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,3528000.0,Mercedes-Benz,E-Class E250 CDI Avantgrade,9
Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,1425000.0,Tata,Hexa XT,8
Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,450000.0,Hyundai,Xcent 1.1 CRDi Base,8
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,750000.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional,10
Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624.0,37.48,4.0,341000.0,Tata,Nano XTA,8
Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,325000.0,Honda,Brio VX,12
Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248.0,88.5,7.0,830000.0000000001,Maruti,Ertiga SHVS ZDI Plus,9
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,345000.0,Hyundai,i10 Sportz 1.2,15
Hyundai Santro Xing XO,Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086.0,97.7,5.0,210000.0,Hyundai,Santro Xing XO,18
Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1195000.0,Mahindra,XUV500 W10 2WD,10
Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,425000.0,Volkswagen,Vento Diesel Highline,15
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,825000.0,Tata,Safari Storme 2012-2015 VX,11
Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,595000.0,Honda,Accord 2.4 Elegance M/T,15
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,430000.0,Maruti,Eeco 7 Seater Standard,9
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,390000.0,Maruti,Swift VDI,13
Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,641000.0,Maruti,Baleno Zeta Automatic,9
Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179.0,140.0,7.0,836000.0,Mahindra,XUV500 W8 2WD,10
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,385000.0,Hyundai,Xcent 1.2 Kappa S,11
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3600000.0,Mercedes-Benz,New C-Class C 220 CDI Style,8
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,750000.0,Skoda,Superb 1.8 TSI MT,14
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,570000.0,Volkswagen,CrossPolo 1.5 TDI,10
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,550000.0,Maruti,Ignis 1.2 Delta,6
Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,590000.0,Maruti,Swift VDI BSIV,9
Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,775000.0,Honda,City i VTEC VX Option,10
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,1800000.0,BMW,5 Series 530d Highline Sedan,15
Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,440000.00000000006,Skoda,Laura Ambiente,17
Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,827000.0,Volkswagen,Polo GT TSI,8
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,475000.0,Renault,Duster 85PS Diesel RxL,11
Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,380000.0,Honda,City 1.5 S AT,17
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,340000.0,Volkswagen,Vento Diesel Highline,14
Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,470000.0,Hyundai,Grand i10 Sportz,9
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,149000.0,Ford,Fiesta 1.4 ZXi Duratec,17
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,450000.0,Hyundai,Xcent 1.1 CRDi S,9
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,540000.0,Honda,Amaze VX i-DTEC,11
Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1150000.0,Honda,City i VTEC CVT VX,9
Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,350000.0,Renault,Fluence 1.5,13
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,1650000.0,BMW,5 Series 520d Luxury Line,15
Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,390000.0,Maruti,SX4 ZXI MT BSIV,13
Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,325000.0,Honda,City ZX CVT,18
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,584000.0,Volkswagen,Ameo 1.2 MPI Comfortline,7
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,575000.0,Volkswagen,Ameo 1.2 MPI Comfortline,9
Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,1000000.0,Audi,A4 2.0 TDI Multitronic,15
Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,105000.0,Maruti,Wagon R VXI,19
Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,564000.0,Hyundai,Verna SX CRDi AT,12
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,5097000.0,Mercedes-Benz,GLC 220d 4MATIC Style,6
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,2995000.0,BMW,3 Series Luxury Line,9
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,484999.99999999994,Honda,Mobilio V Option i DTEC,11
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1450000.0,Hyundai,Creta 1.6 CRDi AT SX Plus,9
Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,550000.0,Honda,City 1.5 S MT,14
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,320000.0,Ford,Fiesta 1.4 TDCi EXI,14
Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,450000.0,Maruti,Swift Dzire LDI,9
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,3072000.0,Mercedes-Benz,E-Class E250 CDI Launch Edition,10
Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,350000.0,Chevrolet,Captiva LT,16
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,699000.0,Toyota,Innova 2.5 V Diesel 7-seater,18
Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,345000.0,Mahindra,Quanto C8,11
Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,657000.0,Honda,City i VTEC V,10
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,1750000.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,375000.0,Volkswagen,Polo Diesel Comfortline 1.2L,12
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,999000.0,Ford,EcoSport 1.5 Petrol Titanium Plus AT,8
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,819999.9999999999,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,13
Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,110000.00000000001,Honda,City 1.5 EXI,20
Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,389000.0,Maruti,SX4 Green Vxi (CNG),10
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,245000.00000000003,Maruti,Alto 800 2016-2019 LXI Optional,10
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,1375000.0,Mercedes-Benz,M-Class ML 320 CDI,16
Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,300000.0,Maruti,Swift Dzire LDI,8
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,925000.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,8
Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,1764999.9999999998,Volvo,S60 D5 Summum,12
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1825000.0,Toyota,Fortuner 4x2 AT,11
Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,345000.0,Hyundai,i20 Sportz Option Diesel,12
Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2375000.0,Audi,A4 35 TDI Premium,10
Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,545000.0,Nissan,Terrano XV D Pre,12
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,525000.0,Maruti,Celerio ZXI AMT,8
Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9,1298.0,97.7,5.0,110000.00000000001,Maruti,Esteem Vxi,20
Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,290000.0,Hyundai,i10 Sportz AT,13
BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1420000.0,BMW,3 Series 320d,15
Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,580000.0,Hyundai,Grand i10 Sportz,7
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,722000.0,Hyundai,Grand i10 Asta Option AT,8
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,487000.0,Hyundai,Grand i10 1.2 Kappa Sportz,9
Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,330000.0,Volkswagen,Polo 1.2 MPI Comfortline,12
Honda City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,300000.0,Honda,City ZX EXi,18
Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2600000.0,Mercedes-Benz,GLA Class 200 CDI,11
Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,290000.0,Maruti,Omni 8 Seater BSIV,8
Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,750000.0,Hyundai,Verna 1.6 SX VTVT AT,11
Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,236000.0,Maruti,Alto 800 LXI,10
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1139000.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,8
Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,702000.0,Mahindra,XUV500 W8 2WD,12
Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,800000.0,Maruti,Vitara Brezza ZDi,9
Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,711000.0,Hyundai,i20 1.2 Spotz,8
Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,390000.0,Mercedes-Benz,E-Class 250 D W 210,27
Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,215000.0,Maruti,Alto LXi,16
Honda Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,325000.0,Honda,Amaze S i-Vtech,12
Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,7066000.0,Land,Rover Range Rover Sport HSE,10
Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,461000.00000000006,Hyundai,Grand i10 CRDi Magna,12
Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,235000.0,Honda,Civic 2006-2010 1.8 S MT,17
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,405000.0,Hyundai,Grand i10 CRDi Magna,11
Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,80000.0,Maruti,800 AC Uniq,16
Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,560000.0,Toyota,Etios Liva Diesel,11
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,535000.0,Hyundai,i20 Magna 1.4 CRDi,10
Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,325000.0,Maruti,Alto K10 VXI,8
BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,1150000.0,BMW,X1 sDrive20d,13
